"No.","Time","Source","Destination","Protocol","Length","Info"
"197","20.284366844","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","88","443  >  43189 Len=26"
"198","20.285525889","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","650","443  >  43189 Len=588"
"199","20.286615441","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","650","443  >  43189 Len=588"
"200","20.286615566","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","650","443  >  43189 Len=588"
"201","20.286876558","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","105","43189  >  443 Len=43"
"202","20.311932912","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","89","443  >  43189 Len=27"
"203","20.314152623","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"204","20.314152891","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"205","20.314446046","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","105","43189  >  443 Len=43"
"206","20.315250058","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"207","20.317202521","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Initial, DCID=c6a97e160c817b9c, SCID=11d2b1, PKN: 0, CRYPTO, CRYPTO"
"208","20.317242393","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Initial, DCID=c6a97e160c817b9c, SCID=11d2b1, PKN: 1, CRYPTO"
"209","20.317264339","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Initial, DCID=c6a97e160c817b9c, SCID=11d2b1, PKN: 2, CRYPTO"
"210","20.335400130","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","106","43189  >  443 Len=44"
"211","20.361571061","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","193","Protected Payload (KP0), DCID=1a1ccc"
"212","20.361952995","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","93","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"213","20.364929767","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","TCP","94","47990  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=3964419335 TSecr=0 WS=1024"
"214","20.365685713","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1287","Protected Payload (KP0), DCID=1a1ccc"
"215","20.365686301","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"216","20.365686448","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","565","Protected Payload (KP0), DCID=1a1ccc"
"217","20.365686522","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","717","Protected Payload (KP0), DCID=1a1ccc"
"218","20.366031080","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","93","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"219","20.374942211","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1287","Protected Payload (KP0), DCID=1a1ccc"
"220","20.374942771","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"221","20.374942854","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"222","20.374942937","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","354","Protected Payload (KP0), DCID=1a1ccc"
"223","20.374943021","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1287","Protected Payload (KP0), DCID=1a1ccc"
"224","20.375277580","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","93","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"225","20.376929729","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"226","20.376930075","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"227","20.376930214","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"228","20.376930299","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"229","20.377231063","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","93","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"230","20.384114227","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"231","20.384114699","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"232","20.384474607","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","94","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"233","20.387702721","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"234","20.387703295","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"235","20.388139419","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","94","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"236","20.388874311","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"237","20.388874740","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"238","20.388874888","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"239","20.388874997","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"240","20.389148700","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","94","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"241","20.389889698","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"242","20.389890040","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"243","20.390175933","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","94","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"244","20.393256519","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"245","20.393256872","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"246","20.393532631","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"247","20.397142168","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"248","20.397142774","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"249","20.397142849","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"250","20.397142993","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"251","20.397574724","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"252","20.400073184","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"253","20.400073541","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"254","20.400358670","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"255","20.403389483","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"256","20.403389918","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"257","20.403696258","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"258","20.405514936","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1266","Protected Payload (KP0), DCID=1a1ccc"
"259","20.425685038","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","96","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"260","20.453785359","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1287","Protected Payload (KP0), DCID=1a1ccc"
"261","20.453785881","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"262","20.454174805","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"263","20.456571574","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"264","20.456571884","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"265","20.456572027","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"266","20.456572105","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"267","20.456940862","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"268","20.458330669","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Initial, DCID=c6a97e160c817b9c, SCID=11d2b1, PKN: 3, CRYPTO, CRYPTO"
"269","20.458380245","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Initial, DCID=c6a97e160c817b9c, SCID=11d2b1, PKN: 4, CRYPTO, CRYPTO"
"270","20.458408574","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Initial, DCID=c6a97e160c817b9c, SCID=11d2b1, PKN: 5, CRYPTO"
"271","20.459289679","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"272","20.459289991","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"273","20.459290080","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"274","20.459290163","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"275","20.459582099","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"276","20.462112142","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"277","20.462112430","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"278","20.462386868","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"279","20.462619180","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"280","20.462619528","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"281","20.462619629","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"282","20.462619735","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"283","20.462872415","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"284","20.464706336","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"285","20.464706766","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"286","20.464706912","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"287","20.464706998","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"288","20.465144439","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"289","20.466446252","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"290","20.466446603","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"291","20.466446781","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"292","20.466446864","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"293","20.466764646","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"294","20.468516520","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"295","20.468516879","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"296","20.468517026","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"297","20.468517105","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"298","20.468836726","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"299","20.470778143","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"300","20.470778471","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"301","20.470778555","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"302","20.470778700","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"303","20.471099760","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"304","20.471735487","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"305","20.474462996","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"306","20.474463355","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"307","20.474463439","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"308","20.474736744","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"309","20.475263564","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"310","20.475263975","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"311","20.475264119","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"312","20.475529977","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"313","20.476624795","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"314","20.476625140","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"315","20.476625312","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"316","20.476625392","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"317","20.476924444","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"318","20.478491669","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"319","20.478492043","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"320","20.478492188","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"321","20.478492263","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1294","Protected Payload (KP0), DCID=1a1ccc"
"322","20.478492348","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","250","Protected Payload (KP0), DCID=1a1ccc"
"323","20.478840285","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"324","20.505424617","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","312","43189  >  443 Len=250"
"325","20.505672716","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","312","43189  >  443 Len=250"
"326","20.505786274","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2803:f800:53::4","UDP","312","43189  >  443 Len=250"
"327","20.509151833","2603:1006:1:a::2","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1262","Initial, DCID=11d2b1, SCID=aa00000002024db0cb0e025cd00e, PKN: 0, ACK, PADDING"
"328","20.511394657","2603:1006:1:a::2","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1262","Handshake, DCID=11d2b1, SCID=aa00000002024db0cb0e025cd00e"
"329","20.511394725","2603:1006:1:a::2","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1262","Handshake, DCID=11d2b1, SCID=aa00000002024db0cb0e025cd00e"
"330","20.511394762","2603:1006:1:a::2","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1262","Handshake, DCID=11d2b1, SCID=aa00000002024db0cb0e025cd00e"
"331","20.512478653","2603:1006:1:a::2","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1262","Handshake, DCID=11d2b1, SCID=aa00000002024db0cb0e025cd00e"
"332","20.512478775","2603:1006:1:a::2","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","109","Protected Payload (KP0), DCID=11d2b1"
"333","20.512518444","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","160","Handshake, DCID=aa00000002024db0cb0e025cd00e, SCID=11d2b1"
"334","20.513289281","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","111","Handshake, DCID=aa00000002024db0cb0e025cd00e, SCID=11d2b1"
"335","20.514975144","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","1294","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"336","20.515008884","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","1294","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"337","20.515032510","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","110","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"338","20.515131571","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","97","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"339","20.516040745","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","267","Protected Payload (KP0), DCID=aa00000002024db0cb0e025cd00e"
"340","20.516067008","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","132","Protected Payload (KP0), DCID=aa00000002024db0cb0e025cd00e"
"341","20.516816926","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Protected Payload (KP0), DCID=aa00000002024db0cb0e025cd00e"
"342","20.516838926","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Protected Payload (KP0), DCID=aa00000002024db0cb0e025cd00e"
"343","20.524269053","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Protected Payload (KP0), DCID=aa00000002024db0cb0e025cd00e"
"344","20.531641622","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Protected Payload (KP0), DCID=aa00000002024db0cb0e025cd00e"
"345","20.539040945","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Protected Payload (KP0), DCID=aa00000002024db0cb0e025cd00e"
"346","20.546498976","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Protected Payload (KP0), DCID=aa00000002024db0cb0e025cd00e"
"347","20.546785248","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1287","Protected Payload (KP0), DCID=1a1ccc"
"348","20.546785482","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","406","Protected Payload (KP0), DCID=1a1ccc"
"349","20.546894178","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a00:1450:400c:c06::93","QUIC","95","Protected Payload (KP0), DCID=e2f9b3f122ebd1fb"
"350","20.547827979","2a00:1450:400c:c06::93","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","229","Protected Payload (KP0), DCID=1a1ccc"
"351","20.552149682","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","89","443  >  43189 Len=27"
"352","20.553784094","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2603:1006:1:a::2","QUIC","1294","Protected Payload (KP0), DCID=aa00000002024db0cb0e025cd00e"
"353","20.558633694","2803:f800:53::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","UDP","651","443  >  43189 Len=589"
"354","20.558633584","2603:1006:1:a::2","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","94","443  >  47990 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 WS=256 SACK_PERM TSval=448428939 TSecr=3964419335"
